iteration    errorX    errorY
0    0.195090322016129    0.195090322016129
1    0.191341716182545    0.191341716182545
2    0.187665138758933    0.187665138758933
3    0.184059205739591    0.184059205739591
4    0.180522559712101    0.180522559712101
5    0.177053869346342    0.177053869346342
6    0.173651828893329    0.173651828893329
7    0.170315157693677    0.170315157693677
8    0.167042599695514    0.167042599695514
9    0.163832922981649    0.163832922981649
10    0.160684919305837    0.160684919305837
11    0.157597403637946    0.157597403637946
12    0.154569213717864    0.154569213717864
13    0.151599209617982    0.151599209617982
14    0.148686273314081    0.148686273314081
15    0.145829308264462    0.145829308264462
16    0.14302723899717    0.14302723899717
17    0.140279010705139    0.140279010705139
18    0.137583588849127    0.137583588849127
19    0.134939958768274    0.134939958768274
20    0.132347125298142    0.132347125298142
21    0.1298041123961    0.1298041123961
22    0.127309962773901    0.127309962773901
23    0.124863737537326    0.124863737537326
24    0.122464515832741    0.122464515832741
25    0.120111394500461    0.120111394500461
26    0.117803487734758    0.117803487734758
27    0.115539926750413    0.115539926750413
28    0.113319859455672    0.113319859455672
29    0.111142450131486    0.111142450131486
30    0.109006879116912    0.109006879116912
31    0.106912342500561    0.106912342500561
32    0.104858051817979    0.104858051817979
33    0.102843233754833    0.102843233754833
34    0.100867129855809    0.100867129855809
35    0.0989289962390989    0.0989289962390989
36    0.0970281033163747    0.0970281033163747
37    0.0951637355181442    0.0951637355181442
38    0.0933351910243819    0.0933351910243819
39    0.0915417815003375    0.0915417815003375
40    0.0897828318374198    0.0897828318374198
41    0.0880576798990598    0.0880576798990598
42    0.0863656762714573    0.0863656762714573
43    0.0847061840191159    0.0847061840191159
44    0.0830785784450762    0.0830785784450762
45    0.0814822468557559    0.0814822468557559
46    0.0799165883303078    0.0799165883303078
47    0.0783810134944104    0.0783810134944104
48    0.0768749442984047    0.0768749442984047
49    0.0753978137996936    0.0753978137996936
50    0.073949065949323    0.073949065949323
51    0.0725281553826638    0.0725281553826638
52    0.071134547214115    0.071134547214115
53    0.0697677168357526    0.0697677168357526
54    0.0684271497198468    0.0684271497198468
55    0.0671123412251738    0.0671123412251738
56    0.0658227964070493    0.0658227964070493
57    0.0645580298310127    0.0645580298310127
58    0.0633175653900898    0.0633175653900899
59    0.0621009361255692    0.0621009361255692
60    0.0609076840512195    0.0609076840512195
61    0.0597373599808866    0.0597373599808866
62    0.0585895233594026    0.0585895233594026
63    0.0574637420967433    0.0574637420967433
64    0.0563595924053733    0.0563595924053733
65    0.0552766586407159    0.0552766586407159
66    0.0542145331446882    0.0542145331446882
67    0.0531728160922432    0.0531728160922433
68    0.0521511153408602    0.0521511153408602
69    0.0511490462829268    0.0511490462829268
70    0.0501662317009581    0.0501662317009582
71    0.0492023016255977    0.0492023016255977
72    0.0482568931963461    0.0482568931963462
